,group,numbers
7256,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7257,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7258,"('HCO3', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Fibrinogen')",1
7259,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'PTT', 'Platelets')",1
7260,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Hct', 'Fibrinogen')",1
7261,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Hct', 'Hgb', 'Fibrinogen')",1
7262,"('HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",1
7263,"('HCO3', 'FiO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Fibrinogen', 'Platelets')",1
7264,"('BUN', 'Creatinine', 'Glucose', 'PTT')",1
7265,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb')",1
7266,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Potassium', 'PTT', 'Platelets')",1
7267,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'PTT')",1
7268,"('SaO2', 'Lactate', 'PTT', 'Fibrinogen', 'Platelets')",1
7269,"('HCO3', 'Chloride', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",1
7270,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'PTT')",1
7271,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct')",1
7272,"('BaseExcess', 'pH', 'Calcium', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",1
7273,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
7274,"('pH', 'PaCO2', 'Lactate', 'Hct', 'PTT', 'Platelets')",1
7275,"('pH', 'PaCO2', 'Potassium', 'Hct', 'PTT', 'Platelets')",1
7276,"('BaseExcess', 'pH', 'PaCO2', 'Bilirubin_direct', 'Potassium', 'Bilirubin_total')",1
7277,"('HCO3', 'pH', 'BUN', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7278,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'SaO2', 'BUN', 'Chloride', 'Glucose', 'Hct', 'Hgb', 'WBC')",1
7279,"('AST', 'BUN', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",1
7280,"('BaseExcess', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7281,"('pH', 'BUN', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",1
7282,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Chloride', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
7283,"('HCO3', 'pH', 'Chloride', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",1
7284,"('AST', 'Alkalinephos', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7285,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Chloride', 'Magnesium', 'Potassium')",1
7286,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
7287,"('HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7288,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Fibrinogen')",1
7289,"('BaseExcess', 'pH', 'PaCO2', 'BUN', 'Potassium')",1
7290,"('HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium')",1
7291,"('FiO2', 'Chloride', 'Glucose', 'Potassium', 'PTT')",1
7292,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",1
7293,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Magnesium', 'Potassium', 'Hct')",1
7294,"('BUN', 'Calcium', 'Creatinine', 'Magnesium', 'Potassium', 'Hct', 'Hgb')",1
7295,"('HCO3', 'pH', 'Glucose', 'Lactate')",1
7296,"('FiO2', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
7297,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'PTT')",1
7298,"('FiO2', 'pH', 'Glucose', 'Lactate', 'PTT')",1
7299,"('BaseExcess', 'FiO2', 'pH', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7300,"('pH', 'BUN', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7301,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'WBC')",1
7302,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'PTT', 'Platelets')",1
7303,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Hct', 'WBC', 'Platelets')",1
7304,"('BaseExcess', 'pH', 'PaCO2', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
7305,"('Calcium', 'Phosphate')",1
7306,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7307,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Chloride', 'Glucose', 'Lactate', 'Potassium')",1
7308,"('AST', 'BUN', 'Alkalinephos')",1
7309,"('HCO3', 'Phosphate', 'Potassium')",1
7310,"('BaseExcess', 'pH', 'PaCO2', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Platelets')",1
7311,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
7312,"('HCO3', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7313,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7314,"('BaseExcess', 'FiO2', 'pH', 'SaO2', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7315,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7316,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hgb', 'PTT')",1
7317,"('HCO3', 'Chloride', 'Glucose', 'Potassium', 'TroponinI', 'PTT')",1
7318,"('BaseExcess', 'pH', 'PaCO2', 'Creatinine', 'Glucose', 'Hct')",1
7319,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",1
7320,"('FiO2', 'pH', 'AST', 'Alkalinephos', 'Bilirubin_total')",1
7321,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'AST', 'Alkalinephos', 'Potassium')",1
7322,"('HCO3', 'pH', 'BUN', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7323,"('FiO2', 'BUN', 'Creatinine', 'Phosphate', 'Potassium')",1
7324,"('pH', 'Lactate', 'Hgb', 'WBC', 'Fibrinogen')",1
7325,"('BaseExcess', 'FiO2', 'pH', 'SaO2', 'Glucose', 'Lactate', 'Magnesium')",1
7326,"('pH', 'Lactate', 'Magnesium')",1
7327,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Lactate', 'Hct', 'Hgb', 'WBC')",1
7328,"('FiO2', 'pH', 'Magnesium', 'Potassium', 'Hct', 'Hgb')",1
7329,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",1
7330,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'AST', 'Alkalinephos', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct')",1
7331,"('BaseExcess', 'HCO3', 'pH', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7332,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7333,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb')",1
7334,"('BaseExcess', 'pH', 'PaCO2', 'BUN', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'PTT', 'Platelets')",1
7335,"('BaseExcess', 'pH', 'AST', 'Alkalinephos', 'Bilirubin_total', 'Platelets')",1
7336,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'PTT')",1
7337,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'PTT', 'Fibrinogen')",1
7338,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7339,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'PTT')",1
7340,"('BaseExcess', 'pH', 'PaCO2', 'AST', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'PTT')",1
7341,"('FiO2', 'pH', 'AST', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",1
7342,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7343,"('BUN', 'Creatinine', 'Platelets')",1
7344,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Hct', 'Platelets')",1
7345,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct')",1
7346,"('AST', 'Alkalinephos', 'Magnesium', 'Bilirubin_total', 'Hct', 'Platelets')",1
7347,"('BaseExcess', 'HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7348,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7349,"('HCO3', 'BUN', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7350,"('HCO3', 'AST', 'BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Potassium', 'PTT')",1
7351,"('BaseExcess', 'pH', 'PaCO2', 'Calcium', 'Magnesium', 'Phosphate')",1
7352,"('SaO2', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7353,"('HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7354,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
7355,"('BaseExcess', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Creatinine', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'PTT')",1
7356,"('SaO2', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7357,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total')",1
7358,"('HCO3', 'BUN', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium')",1
7359,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
7360,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Platelets')",1
7361,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb')",1
7362,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'PTT', 'Platelets')",1
7363,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Hct', 'PTT', 'Platelets')",1
7364,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'SaO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7365,"('BaseExcess', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium')",1
7366,"('BaseExcess', 'pH', 'BUN', 'Chloride', 'Potassium')",1
7367,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'PTT', 'Platelets')",1
7368,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'Lactate', 'Potassium', 'Hct', 'Hgb')",1
7369,"('TroponinI', 'Hct', 'PTT', 'Platelets')",1
7370,"('HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
7371,"('FiO2', 'pH', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
7372,"('Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7373,"('HCO3', 'pH', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT')",1
7374,"('FiO2', 'Calcium', 'Potassium')",1
7375,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC')",1
7376,"('FiO2', 'BUN', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7377,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7378,"('BaseExcess', 'HCO3', 'pH', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7379,"('BaseExcess', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",1
7380,"('BUN', 'Chloride', 'Creatinine', 'Potassium', 'Hct', 'WBC')",1
7381,"('FiO2', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Potassium')",1
7382,"('SaO2', 'BUN', 'Creatinine', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'Platelets')",1
7383,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7384,"('BaseExcess', 'pH', 'PaCO2', 'Calcium', 'Magnesium', 'Hct')",1
7385,"('pH', 'AST', 'Alkalinephos', 'Glucose', 'Magnesium', 'Bilirubin_total', 'Hct')",1
7386,"('HCO3', 'Calcium', 'Chloride', 'Glucose', 'Potassium')",1
7387,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
7388,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Magnesium', 'Potassium')",1
7389,"('FiO2', 'pH', 'BUN', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium')",1
7390,"('HCO3', 'FiO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
7391,"('BaseExcess', 'HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7392,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC')",1
7393,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'PTT', 'Fibrinogen')",1
7394,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
7395,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'WBC')",1
7396,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Creatinine', 'Lactate', 'Magnesium', 'Potassium')",1
7397,"('HCO3', 'FiO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7398,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7399,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7400,"('pH', 'BUN', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
7401,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Creatinine', 'Lactate', 'Potassium', 'Hct', 'Platelets')",1
7402,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7403,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'PTT')",1
7404,"('Glucose', 'Potassium', 'TroponinI', 'PTT')",1
7405,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
7406,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7407,"('Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT')",1
7408,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'TroponinI')",1
7409,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
7410,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate')",1
7411,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
7412,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'AST', 'Alkalinephos', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7413,"('FiO2', 'pH', 'PaCO2', 'Glucose', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7414,"('pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium')",1
7415,"('FiO2', 'SaO2', 'Magnesium', 'Hct', 'Platelets')",1
7416,"('BaseExcess', 'pH', 'PaCO2', 'Hct', 'Hgb', 'Platelets')",1
7417,"('BaseExcess', 'FiO2', 'pH', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",1
7418,"('BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Potassium', 'PTT')",1
7419,"('pH', 'PaCO2', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7420,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium')",1
7421,"('BaseExcess', 'HCO3', 'pH', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",1
7422,"('FiO2', 'pH', 'PaCO2', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",1
7423,"('HCO3', 'AST', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7424,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
7425,"('Calcium', 'Creatinine', 'Potassium')",1
7426,"('FiO2', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
7427,"('HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7428,"('Glucose', 'Fibrinogen')",1
7429,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
7430,"('BaseExcess', 'pH', 'Chloride', 'Creatinine', 'Magnesium', 'Potassium')",1
