,group,numbers
1240,"('pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1241,"('Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1242,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1243,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1244,"('BUN', 'TroponinI')",1
1245,"('FiO2', 'Hct')",1
1246,"('pH', 'SaO2', 'Calcium', 'Lactate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1247,"('pH', 'SaO2', 'TroponinI')",1
1248,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1249,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1250,"('FiO2', 'Hgb')",1
1251,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
1252,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1253,"('Magnesium', 'TroponinI', 'Platelets')",1
1254,"('Magnesium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1255,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1256,"('Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Platelets')",1
1257,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC')",1
1258,"('Calcium', 'TroponinI')",1
1259,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1260,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium')",1
1261,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1262,"('Calcium', 'Glucose', 'Lactate', 'Magnesium', 'Potassium')",1
1263,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb')",1
1264,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1265,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI')",1
1266,"('Magnesium', 'Phosphate', 'Fibrinogen')",1
1267,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'PTT')",1
1268,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1269,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'PTT')",1
1270,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1271,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1272,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1273,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total')",1
1274,"('Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1275,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1276,"('Magnesium', 'Phosphate', 'WBC')",1
1277,"('Magnesium', 'Potassium', 'Platelets')",1
1278,"('AST', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1279,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Hct', 'Hgb')",1
1280,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1281,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1282,"('FiO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1283,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1284,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hgb')",1
1285,"('AST', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1286,"('BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1287,"('FiO2', 'pH', 'PaCO2', 'Alkalinephos', 'Calcium', 'Chloride', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total')",1
1288,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1289,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hgb', 'WBC')",1
1290,"('Calcium', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1291,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'PTT', 'Fibrinogen')",1
1292,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Magnesium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1293,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb')",1
1294,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'Platelets')",1
1295,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total')",1
1296,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'PTT', 'Platelets')",1
1297,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total')",1
1298,"('pH', 'PaCO2')",1
1299,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1300,"('HCO3', 'PaCO2', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1301,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'Alkalinephos', 'Bilirubin_direct', 'Bilirubin_total')",1
1302,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1303,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1304,"('Bilirubin_direct', 'Hct', 'Hgb')",1
1305,"('FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI')",1
1306,"('pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1307,"('Bilirubin_direct', 'Bilirubin_total', 'TroponinI')",1
1308,"('Magnesium', 'Potassium', 'Fibrinogen')",1
1309,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb')",1
1310,"('FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1311,"('AST', 'Alkalinephos', 'Bilirubin_direct', 'Glucose', 'Phosphate', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1312,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total')",1
1313,"('FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1314,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'TroponinI')",1
1315,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1316,"('pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1317,"('Bilirubin_total',)",1
1318,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1319,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC')",1
1320,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Platelets')",1
1321,"('FiO2', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1322,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Hct')",1
1323,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'TroponinI')",1
1324,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'Alkalinephos', 'Calcium', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1325,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'TroponinI', 'PTT')",1
1326,"('FiO2', 'Magnesium', 'Phosphate', 'Potassium')",1
1327,"('Calcium', 'Glucose', 'TroponinI')",1
1328,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1329,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1330,"('pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1331,"('Glucose', 'Phosphate', 'PTT', 'Fibrinogen')",1
1332,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1333,"('TroponinI', 'Platelets')",1
1334,"('pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1335,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT')",1
1336,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb')",1
1337,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1338,"('Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1339,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1340,"('BUN', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium')",1
1341,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1342,"('Calcium', 'Glucose', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1343,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1344,"('FiO2', 'Glucose', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1345,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'Fibrinogen', 'Platelets')",1
1346,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'PTT', 'Fibrinogen', 'Platelets')",1
1347,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1348,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Potassium', 'Hct', 'Platelets')",1
1349,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'PTT', 'Fibrinogen', 'Platelets')",1
1350,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1351,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Phosphate', 'Potassium', 'Bilirubin_total', 'PTT')",1
1352,"('BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1353,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1354,"('BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'TroponinI')",1
1355,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total')",1
1356,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1357,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'TroponinI')",1
1358,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1359,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
1360,"('Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1361,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1362,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Phosphate', 'PTT', 'Platelets')",1
1363,"('pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'TroponinI')",1
1364,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1365,"('BUN', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total')",1
1366,"('FiO2', 'Calcium', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1367,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Glucose', 'Lactate')",1
1368,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Phosphate', 'Potassium', 'TroponinI')",1
1369,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Potassium')",1
1370,"('Creatinine', 'PTT')",1
1371,"('Creatinine', 'Glucose', 'PTT')",1
1372,"('Creatinine', 'Potassium', 'PTT')",1
1373,"('Glucose', 'Phosphate', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1374,"('Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
1375,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT')",1
1376,"('Creatinine', 'Hct', 'Hgb')",1
1377,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Hct', 'Hgb', 'PTT')",1
1378,"('Alkalinephos', 'Bilirubin_direct', 'Bilirubin_total')",1
1379,"('AST', 'Alkalinephos', 'Calcium', 'Bilirubin_direct', 'Bilirubin_total')",1
1380,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'Fibrinogen')",1
1381,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1382,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Potassium', 'Hct', 'PTT')",1
1383,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Fibrinogen')",1
1384,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1385,"('Glucose', 'Hct', 'Hgb', 'PTT', 'Fibrinogen')",1
1386,"('FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen')",1
1387,"('FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total')",1
1388,"('Alkalinephos', 'Glucose', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1389,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'PTT', 'Fibrinogen', 'Platelets')",1
1390,"('Glucose', 'Magnesium', 'Potassium', 'PTT', 'Fibrinogen')",1
1391,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
1392,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1393,"('BUN', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1394,"('Calcium', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1395,"('Glucose', 'Magnesium', 'Hgb')",1
1396,"('Potassium', 'WBC')",1
1397,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'PTT')",1
1398,"('BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
1399,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hgb', 'Fibrinogen', 'Platelets')",1
1400,"('FiO2', 'Calcium', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium')",1
1401,"('FiO2', 'Calcium', 'Glucose', 'Potassium', 'TroponinI')",1
1402,"('AST', 'Alkalinephos', 'Creatinine', 'Bilirubin_direct', 'Magnesium', 'Phosphate', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
1403,"('AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct')",1
1404,"('FiO2', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb')",1
1405,"('Magnesium', 'Phosphate', 'PTT')",1
1406,"('AST', 'Bilirubin_direct', 'Glucose', 'Bilirubin_total', 'TroponinI')",1
